"ADVERTISER","TARGETED COUNTRIES","LINK ID","NAME","DESCRIPTION","KEYWORDS","LINK TYPE","THREE MONTH EPC","SEVEN DAY EPC","LAST UDPATED","HTML LINKS","JAVASCRIPT LINKS","CLICK URL","PROMOTION TYPE","COUPON CODE","PROMOTIONAL DATE","PROMOTIONAL END DATE","CATEGORY","ADV_CID","RELATIONSHIP STATUS","LANGUAGE","MOBILE OPTIMIZED"
"TicketLiquidator",,"11800792","Maxwell","Find Maxwell tickets at Ticket Liquidator.","Maxwell, Maxwell tickets, Maxwell shows, Maxwell concert, Maxwell concert tickets, Maxwell tour","Banner","N/A","N/A","21-Jul-2014","<a href=""http://www.tkqlhce.com/click-7839687-11800792-1405955857000"" target=""_blank""> <img src=""http://www.lduhtrp.net/image-7839687-11800792-1405955857000"" width=""210"" height=""125"" alt=""Maxwell "" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""http://www.jdoqocy.com/placeholder-16151266?target=_blank&mouseover=N""></script>","http://www.jdoqocy.com/click-7839687-11800792-1405955857000","N/A","","","","Events","2916100","Active","English","No"
"TicketLiquidator",,"10811881","Lady Gaga ","Lady Gaga will tour until April 2011 and she is one of the top three sellers of the year. Definitely worth placing this banner on your sites, as these tickets are always sold out and in huge demand.","Lady Gaga concert tickets, Lady Gaga tickets, Lady Gaga, concert tickets, concerts, events, tickets, cheap tickets, TicketLiquidator concert tickets, Gaga, rock concerts, event tickets","Banner","N/A","N/A","21-Jul-2014","<a href=""http://www.tkqlhce.com/click-7839687-10811881-1405955857000"" target=""_blank""> <img src=""http://www.awltovhc.com/image-7839687-10811881-1405955857000"" width=""468"" height=""60"" alt=""Lady Gaga concert tickets!"" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""http://www.jdoqocy.com/placeholder-16151267?target=_blank&mouseover=N""></script>","http://www.kqzyfj.com/click-7839687-10811881-1405955857000","N/A","","","","Events","2916100","Active","English","No"
"TicketNetwork",,"11782731","Beyonce and Jay Z","Jay-Z and Beyonce tickets. Hottest selling event","Beyonce, Jay Z, Tickets, Concerts, Best Selling","Text Link","N/A","N/A","18-Jul-2014","<a href=""http://www.dpbolvw.net/click-7839687-11782731-1405698138000"" target=""_blank"">Buy Jay-Z and Beyonce tickets at TicketNetwork</a><img src=""http://www.awltovhc.com/image-7839687-11782731-1405698138000"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""http://www.kqzyfj.com/placeholder-16151268?target=_blank&mouseover=N""></script>","http://www.tkqlhce.com/click-7839687-11782731-1405698138000","N/A","","","","Events","2288710","Active","English","No"
"TicketNetwork",,"11190029","New York City Events","New York City Events","New York, NY, NYC, New York City, Events, Theater, Theatre, Concerts, Sports","Text Link","N/A","N/A","18-Jul-2014","<a href=""http://www.dpbolvw.net/click-7839687-11190029-1405698138000"" target=""_blank"">New York City Events Tickets</a><img src=""http://www.awltovhc.com/image-7839687-11190029-1405698138000"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""http://www.jdoqocy.com/placeholder-16151269?target=_blank&mouseover=N""></script>","http://www.anrdoezrs.net/click-7839687-11190029-1405698138000","N/A","","","","Events","2288710","Active","English","No"
"TicketNetwork",,"11255688","Mobile - City - Las Vegas - 300 x 50","Buy Las Vegas Event Tickets","Las Vegas, Tickets, Shows, Concerts, Theater, Sports","Banner","N/A","N/A","18-Jul-2014","<a href=""http://www.jdoqocy.com/click-7839687-11255688-1405698138000"" target=""_blank""> <img src=""http://www.ftjcfx.com/image-7839687-11255688-1405698138000"" width=""300"" height=""50"" alt=""Las Vegas Event Tickets"" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""http://www.kqzyfj.com/placeholder-16151270?target=_blank&mouseover=N""></script>","http://www.jdoqocy.com/click-7839687-11255688-1405698138000","N/A","","","","Events","2288710","Active","English","No"
"TicketNetwork",,"11255683","Mobile - City - Las Vegas - 320 x 50 (Rotating)","Buy Tickets to Events in Las Vegas","Las Vegas, Tickets, Shows, Concerts, Theater, Sports","Banner","N/A","N/A","18-Jul-2014","<a href=""http://www.tkqlhce.com/click-7839687-11255683-1405698138000"" target=""_blank""> <img src=""http://www.awltovhc.com/image-7839687-11255683-1405698138000"" width=""320"" height=""50"" alt=""Find Tickets to Events in Las Vegas"" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""http://www.anrdoezrs.net/placeholder-16151271?target=_blank&mouseover=N""></script>","http://www.kqzyfj.com/click-7839687-11255683-1405698138000","N/A","","","","Events","2288710","Active","English","No"
"TicketNetwork",,"11255690","Mobile - City - Las Vegas - 320 x 50","Find Tickets to Events in Las Vegas","Las Vegas, Tickets, Shows, Concerts, Theater, Sports","Banner","N/A","N/A","18-Jul-2014","<a href=""http://www.anrdoezrs.net/click-7839687-11255690-1405698138000"" target=""_blank""> <img src=""http://www.awltovhc.com/image-7839687-11255690-1405698138000"" width=""320"" height=""50"" alt=""Buy Tickets to Events in Las Vegas"" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""http://www.dpbolvw.net/placeholder-16151272?target=_blank&mouseover=N""></script>","http://www.dpbolvw.net/click-7839687-11255690-1405698138000","N/A","","","","Events","2288710","Active","English","No"
"TicketNetwork",,"11985797","Stevie Wonder","Stevie Wonder Tickets","music, concerts, tour, stevie wonder, wonder, tour, piano, classic","Text Link","N/A","N/A","28-Oct-2014","<a href=""http://www.tkqlhce.com/click-7839687-11985797-1414505930000"" target=""_blank"">Stevie Wonder</a><img src=""http://www.lduhtrp.net/image-7839687-11985797-1414505930000"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""http://www.anrdoezrs.net/placeholder-16151273?target=_blank&mouseover=N""></script>","http://www.jdoqocy.com/click-7839687-11985797-1414505930000","N/A","","","","Events","2288710","Active","English","No"
"TicketNetwork",,"10535490","Chicago Events","Link to events in Chicago!","chicago tickets, concerts, theater, sports","Text Link","11.15 € EUR","N/A","18-Jul-2014","<a href=""http://www.kqzyfj.com/click-7839687-10535490-1405698138000"" target=""_blank"">Tickets to Chicago Events</a><img src=""http://www.lduhtrp.net/image-7839687-10535490-1405698138000"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""http://www.kqzyfj.com/placeholder-16151274?target=_blank&mouseover=N""></script>","http://www.anrdoezrs.net/click-7839687-10535490-1405698138000","N/A","","","","Events","2288710","Active","English","No"
"TicketLiquidator",,"11669714","Arcade Fire","Arcade Fire Tickets","Arcade Fire, Arcade Fire Tour, Arcade Fire Tickets, Arcade Fire Concert","Text Link","N/A","N/A","21-Jul-2014","<a href=""http://www.kqzyfj.com/click-7839687-11669714-1405955857000"" target=""_blank"">Arcade Fire Tickets</a><img src=""http://www.tqlkg.com/image-7839687-11669714-1405955857000"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""http://www.anrdoezrs.net/placeholder-16151275?target=_blank&mouseover=N""></script>","http://www.dpbolvw.net/click-7839687-11669714-1405955857000","N/A","","","","Events","2916100","Active","English","No"
"TicketLiquidator",,"12091661","Santana","Find Santana tickets at Ticket Liquidator.","Santana, Santana tickets, Santana tour, Santana concert","Banner","N/A","N/A","16-Jan-2015","<a href=""http://www.tkqlhce.com/click-7839687-12091661-1421422935000"" target=""_blank""> <img src=""http://www.ftjcfx.com/image-7839687-12091661-1421422935000"" width=""285"" height=""170"" alt=""Santana tickets"" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""http://www.tkqlhce.com/placeholder-16151276?target=_blank&mouseover=N""></script>","http://www.dpbolvw.net/click-7839687-12091661-1421422935000","N/A","","","","Events","2916100","Active","English","No"
"TicketLiquidator",,"11817280","Young the Giant","Find tickets to Young the Giant at Ticket Liquidator.","Young the Giant, Young the Giant tickets, Young the Giant tour, Young the   Giant concerts, Young the Giant music","Banner","N/A","N/A","21-Jul-2014","<a href=""http://www.kqzyfj.com/click-7839687-11817280-1405955857000"" target=""_blank""> <img src=""http://www.ftjcfx.com/image-7839687-11817280-1405955857000"" width=""210"" height=""125"" alt=""Young the Giant tickets"" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""http://www.tkqlhce.com/placeholder-16151277?target=_blank&mouseover=N""></script>","http://www.tkqlhce.com/click-7839687-11817280-1405955857000","N/A","","","","Events","2916100","Active","English","No"
"TicketLiquidator",,"11669775","Phoenix","Phoenix Tickets","Phoenix, Phoenix Tickets, Phoenix Tour, Phoenix Concert","Text Link","N/A","N/A","21-Jul-2014","<a href=""http://www.anrdoezrs.net/click-7839687-11669775-1405955857000"" target=""_blank"">Phoenix Tickets</a><img src=""http://www.ftjcfx.com/image-7839687-11669775-1405955857000"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""http://www.tkqlhce.com/placeholder-16151278?target=_blank&mouseover=N""></script>","http://www.anrdoezrs.net/click-7839687-11669775-1405955857000","N/A","","","","Events","2916100","Active","English","No"
"TicketLiquidator",,"11669768","Chicago","Chicago Tickets","Chicago, Chicago Tickets, Chicago Tour, Chicago Concert","Text Link","N/A","N/A","21-Jul-2014","<a href=""http://www.kqzyfj.com/click-7839687-11669768-1405955857000"" target=""_blank"">Chicago Tickets</a><img src=""http://www.awltovhc.com/image-7839687-11669768-1405955857000"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""http://www.kqzyfj.com/placeholder-16151279?target=_blank&mouseover=N""></script>","http://www.dpbolvw.net/click-7839687-11669768-1405955857000","N/A","","","","Events","2916100","Active","English","No"
"TicketLiquidator",,"12113031","Sam Hunt","Find Sam Hunt tickets at Ticket Liquidator.","Sam Hunt, Sam Hunt tickets, Sam Hunt tour, Sam Hunt concert, Sam Hunt country music, leave the night on","Banner","N/A","N/A","6-Feb-2015","<a href=""http://www.kqzyfj.com/click-7839687-12113031-1423237002000"" target=""_blank""> <img src=""http://www.ftjcfx.com/image-7839687-12113031-1423237002000"" width=""285"" height=""170"" alt=""Sam Hunt tickets"" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""http://www.tkqlhce.com/placeholder-16151280?target=_blank&mouseover=N""></script>","http://www.dpbolvw.net/click-7839687-12113031-1423237002000","N/A","","","","Events","2916100","Active","English","No"
"TicketLiquidator",,"11975064","Iggy Azalea","Find Iggy Azalea tickets at Ticket Liquidator.","Iggy Azalea, Iggy Azalea tickets, Iggy Azalea tour, Iggy Azalea concerts, Iggy Azalea music","Text Link","N/A","N/A","16-Oct-2014","Find <a href=""http://www.anrdoezrs.net/click-7839687-11975064-1413470782000"" target=""_blank"">Iggy Azalea</a> tickets<img src=""http://www.tqlkg.com/image-7839687-11975064-1413470782000"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""http://www.tkqlhce.com/placeholder-16151281?target=_blank&mouseover=N""></script>","http://www.jdoqocy.com/click-7839687-11975064-1413470782000","N/A","","","","Events","2916100","Active","English","No"
"TicketNetwork",,"10658075","New York Events","Use this to link to specific areas of the country or world.  Just swap out the destination source with the specific regional page you want from ticketnetwork.com (ex. http://www.ticketnetwork.com/tickets/los-angeles-events.aspx).","regional, concert, sports, theater, local, tickets, cheap","Text Link","14.70 € EUR","N/A","18-Jul-2014","<a href=""http://www.dpbolvw.net/click-7839687-10658075-1405698138000"" target=""_blank"">New York Events Tickets</a><img src=""http://www.lduhtrp.net/image-7839687-10658075-1405698138000"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""http://www.anrdoezrs.net/placeholder-16151282?target=_blank&mouseover=N""></script>","http://www.jdoqocy.com/click-7839687-10658075-1405698138000","N/A","","","","Events","2288710","Active","English","No"
"TicketNetwork",,"10843777","API","Contact us at ticketnetworkaffiliates@ticketnetwork.com if you would like to access our API. ","tickets, api, concerts, theatre, theater, sports","SmartLink","63.19 € EUR","N/A","18-Jul-2014","http://www.ticketnetwork.com?aid=10843777&pid=7839687","<script type=""text/javascript"" language=""javascript"" src=""http://www.tkqlhce.com/placeholder-16151283?target=_blank&mouseover=N""></script>","","Product","","","","Events","2288710","Active","English","No"
"TicketNetwork",,"10890103","Deep Linking Tool ","Use this tool to deep-link to any event on TicketNetwork.com.","concerts, theater, sports, tickets, nba, nfl, nhl","SmartLink","12.39 € EUR","6.84 € EUR","18-Jul-2014","http://www.ticketnetwork.com/affiliate-deep-linking-tool.aspx?aid=10890103&pid=7839687","<script type=""text/javascript"" language=""javascript"" src=""http://www.jdoqocy.com/placeholder-16151284?target=_blank&mouseover=N""></script>","","Product","","","","Events","2288710","Active","English","No"
"TicketNetwork",,"11933461","Maroon 5","Maroon 5","Maroon 5, adam lavigne, tour, concert, tickets, world tour, magic,","Banner","N/A","N/A","3-Sep-2014","<a href=""http://www.jdoqocy.com/click-7839687-11933461-1409761550000"" target=""_blank""> <img src=""http://www.ftjcfx.com/image-7839687-11933461-1409761550000"" width=""300"" height=""250"" alt="""" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""http://www.kqzyfj.com/placeholder-16151285?target=_blank&mouseover=N""></script>","http://www.jdoqocy.com/click-7839687-11933461-1409761550000","N/A","","","","Events","2288710","Active","English","No"
"TicketNetwork",,"11254641","Mobile - City - Miami - 300 x 50","Buy Tickets to Events in Miami","Sports, Concerts, Theater, Tickets, Miami","Banner","N/A","N/A","18-Jul-2014","<a href=""http://www.dpbolvw.net/click-7839687-11254641-1405698138000"" target=""_blank""> <img src=""http://www.ftjcfx.com/image-7839687-11254641-1405698138000"" width=""300"" height=""50"" alt=""Find Tickets to Events in Miami"" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""http://www.kqzyfj.com/placeholder-16151286?target=_blank&mouseover=N""></script>","http://www.dpbolvw.net/click-7839687-11254641-1405698138000","N/A","","","","Events","2288710","Active","English","No"
"TicketNetwork",,"11933475","Maroon 5 Tickets","Maroon 5 World Tour Tickets","Maroon 5, adam lavigne, tickets, concerts, world tour, music, guitar","Text Link","0.00 € EUR","N/A","3-Sep-2014","<a href=""http://www.tkqlhce.com/click-7839687-11933475-1409761987000"" target=""_blank"">http://www.ticketnetwork.com/ticket/maroon-5-events.aspx</a><img src=""http://www.ftjcfx.com/image-7839687-11933475-1409761987000"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""http://www.kqzyfj.com/placeholder-16151287?target=_blank&mouseover=N""></script>","http://www.jdoqocy.com/click-7839687-11933475-1409761987000","N/A","","","","Events","2288710","Active","English","No"
"TicketNetwork",,"11277309","General - Animated - 120 x 60","Buy Sports, Concerts and Theater Tickets","Sports, Concerts, Theater, Tickets","Banner","N/A","N/A","18-Jul-2014","<a href=""http://www.tkqlhce.com/click-7839687-11277309-1405698138000"" target=""_blank""> <img src=""http://www.tqlkg.com/image-7839687-11277309-1405698138000"" width=""120"" height=""60"" alt=""Find Sports, Concerts and Theater Tickets"" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""http://www.dpbolvw.net/placeholder-16151288?target=_blank&mouseover=N""></script>","http://www.anrdoezrs.net/click-7839687-11277309-1405698138000","N/A","","","","Events","2288710","Active","English","No"
"TicketLiquidator",,"12113034","Sam Hunt","Find Sam Hunt tickets at Ticket Liquidator.","Sam Hunt, Sam Hunt tickets, Sam Hunt tour, Sam Hunt concert, Sam Hunt country music, leave the night on","Text Link","N/A","N/A","6-Feb-2015","<a href=""http://www.jdoqocy.com/click-7839687-12113034-1423237125000"" target=""_blank"">Sam Hunt tickets</a><img src=""http://www.lduhtrp.net/image-7839687-12113034-1423237125000"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""http://www.dpbolvw.net/placeholder-16151289?target=_blank&mouseover=N""></script>","http://www.kqzyfj.com/click-7839687-12113034-1423237125000","N/A","","","","Events","2916100","Active","English","No"
"TicketLiquidator",,"11817282","Warped Tour","Find ticket to the Warped Tour at Ticket Liquidator.","Warped Tour, Warped Tour tickets, Warped Tour concerts, live events, 2014 Warped Tour","Banner","N/A","N/A","21-Jul-2014","<a href=""http://www.jdoqocy.com/click-7839687-11817282-1405955857000"" target=""_blank""> <img src=""http://www.awltovhc.com/image-7839687-11817282-1405955857000"" width=""210"" height=""125"" alt=""Warped Tour tickets"" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""http://www.anrdoezrs.net/placeholder-16151290?target=_blank&mouseover=N""></script>","http://www.dpbolvw.net/click-7839687-11817282-1405955857000","N/A","","","","Events","2916100","Active","English","No"
"TicketLiquidator",,"12113034","Sam Hunt","Find Sam Hunt tickets at Ticket Liquidator.","Sam Hunt, Sam Hunt tickets, Sam Hunt tour, Sam Hunt concert, Sam Hunt country music, leave the night on","Text Link","N/A","N/A","6-Feb-2015","<a href=""http://www.tkqlhce.com/click-7839687-12113034-1423237125000"" target=""_blank"">Sam Hunt tickets</a><img src=""http://www.ftjcfx.com/image-7839687-12113034-1423237125000"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""http://www.dpbolvw.net/placeholder-16151289?target=_blank&mouseover=N""></script>","http://www.dpbolvw.net/click-7839687-12113034-1423237125000","N/A","","","","Events","2916100","Active","English","No"
"TicketLiquidator",,"11664594","Zac Brown Band","Zac Brown Band Tickets","Zac Brown Band, Zac Brown Band Tickets, Zac Brown Band Tour, Zac Brown Band Country Concert","Text Link","N/A","N/A","21-Jul-2014","<a href=""http://www.kqzyfj.com/click-7839687-11664594-1405955857000"" target=""_blank"">Zac Brown Band Tickets</a><img src=""http://www.tqlkg.com/image-7839687-11664594-1405955857000"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""http://www.anrdoezrs.net/placeholder-16151291?target=_blank&mouseover=N""></script>","http://www.anrdoezrs.net/click-7839687-11664594-1405955857000","N/A","","","","Events","2916100","Active","English","No"
"TicketLiquidator",,"11975062","Iggy Azalea","Find tickets to Iggy Azalea at Ticket Liquidator.","Iggy Azalea, Iggy Azalea tickets, Iggy Azalea tour, Iggy Azalea concerts, Iggy Azalea music","Banner","N/A","N/A","16-Oct-2014","<a href=""http://www.dpbolvw.net/click-7839687-11975062-1413470718000"" target=""_blank""> <img src=""http://www.tqlkg.com/image-7839687-11975062-1413470718000"" width=""210"" height=""125"" alt=""Iggy Azalea tickets"" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""http://www.dpbolvw.net/placeholder-16151292?target=_blank&mouseover=N""></script>","http://www.jdoqocy.com/click-7839687-11975062-1413470718000","N/A","","","","Events","2916100","Active","English","No"
"TicketLiquidator",,"11893808","Demi Lovato","Find tickets to Demi Lovato at Ticket Liquidator.","Demi Lovato, Demi Lovato tickets, Demi Lovato tour, Demi Lovato concert","Banner","N/A","N/A","24-Jul-2014","<a href=""http://www.anrdoezrs.net/click-7839687-11893808-1406208591000"" target=""_blank""> <img src=""http://www.tqlkg.com/image-7839687-11893808-1406208591000"" width=""210"" height=""125"" alt=""Demi Lovato tickets"" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""http://www.tkqlhce.com/placeholder-16151293?target=_blank&mouseover=N""></script>","http://www.kqzyfj.com/click-7839687-11893808-1406208591000","N/A","","","","Events","2916100","Active","English","No"
"TicketLiquidator",,"11817310","Kongos","Find tickets to Kongos at Ticket Liquidator.","Kongos, Kongos tickets, Kongos tour, Kongos concerts, Kongos shows","Banner","N/A","N/A","21-Jul-2014","<a href=""http://www.dpbolvw.net/click-7839687-11817310-1405955857000"" target=""_blank""> <img src=""http://www.tqlkg.com/image-7839687-11817310-1405955857000"" width=""210"" height=""125"" alt=""Kongos tickets"" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""http://www.tkqlhce.com/placeholder-16151294?target=_blank&mouseover=N""></script>","http://www.dpbolvw.net/click-7839687-11817310-1405955857000","N/A","","","","Events","2916100","Active","English","No"
"TicketLiquidator",,"11669716","Lorde","Lorde Tickets","Lorde, Lorde Tickets, Lorde Tour, Lorde Music, Lorde Concert, Royals","Text Link","N/A","N/A","21-Jul-2014","<a href=""http://www.tkqlhce.com/click-7839687-11669716-1405955857000"" target=""_blank"">Lorde Tickets</a><img src=""http://www.ftjcfx.com/image-7839687-11669716-1405955857000"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""http://www.kqzyfj.com/placeholder-16151295?target=_blank&mouseover=N""></script>","http://www.kqzyfj.com/click-7839687-11669716-1405955857000","N/A","","","","Events","2916100","Active","English","No"
"TicketLiquidator",,"11669711","Robin Thicke","Robin Thicke Tickets","Robin Thicke, Robin Thicke Tickets, Robin Thicke Concert, Robin Thicke Tour","Text Link","N/A","N/A","21-Jul-2014","<a href=""http://www.dpbolvw.net/click-7839687-11669711-1405955857000"" target=""_blank"">Robin Thicke Tickets</a><img src=""http://www.awltovhc.com/image-7839687-11669711-1405955857000"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""http://www.anrdoezrs.net/placeholder-16151296?target=_blank&mouseover=N""></script>","http://www.jdoqocy.com/click-7839687-11669711-1405955857000","N/A","","","","Events","2916100","Active","English","No"
"TicketLiquidator",,"11669709","Maroon 5","Maroon 5 Tickets","Maroon 5, Maroon 5 Tickets, Maroon 5 Concert, Maroon 5 Tour","Text Link","135.62 € EUR","N/A","21-Jul-2014","<a href=""http://www.anrdoezrs.net/click-7839687-11669709-1405955857000"" target=""_blank"">Maroon 5 Tickets</a><img src=""http://www.ftjcfx.com/image-7839687-11669709-1405955857000"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""http://www.kqzyfj.com/placeholder-16151297?target=_blank&mouseover=N""></script>","http://www.tkqlhce.com/click-7839687-11669709-1405955857000","N/A","","","","Events","2916100","Active","English","No"
"TicketLiquidator",,"11663220","Sting","Sting Tickets","Sting, Sting Tickets, Sting Concert, Sting and Paul Simon Tour, Sting Tour","Text Link","N/A","N/A","21-Jul-2014","<a href=""http://www.kqzyfj.com/click-7839687-11663220-1405955857000"" target=""_blank"">Sting Tickets</a><img src=""http://www.awltovhc.com/image-7839687-11663220-1405955857000"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""http://www.anrdoezrs.net/placeholder-16151298?target=_blank&mouseover=N""></script>","http://www.kqzyfj.com/click-7839687-11663220-1405955857000","N/A","","","","Events","2916100","Active","English","No"
"TicketNetwork",,"11254645","Mobile - City - Miami - 320 x 50","Find Tickets to Events in Miami","Sports, Concerts, Theater, Tickets, Miami","Banner","N/A","N/A","18-Jul-2014","<a href=""http://www.dpbolvw.net/click-7839687-11254645-1405698138000"" target=""_blank""> <img src=""http://www.lduhtrp.net/image-7839687-11254645-1405698138000"" width=""320"" height=""50"" alt=""Buy Tickets to Events in Miami"" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""http://www.dpbolvw.net/placeholder-16151299?target=_blank&mouseover=N""></script>","http://www.kqzyfj.com/click-7839687-11254645-1405698138000","N/A","","","","Events","2288710","Active","English","No"
"TicketNetwork",,"11994424","Taylor Swift","Taylor Swift Tickets 250x250","Taylor Swift, tswift, country, guitar, pop, 1989, tour, dates, concert, 2014, 2015,","Banner","N/A","N/A","4-Nov-2014","<a href=""http://www.tkqlhce.com/click-7839687-11994424-1415134653000"" target=""_blank""> <img src=""http://www.tqlkg.com/image-7839687-11994424-1415134653000"" width=""250"" height=""250"" alt="""" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""http://www.anrdoezrs.net/placeholder-16151300?target=_blank&mouseover=N""></script>","http://www.anrdoezrs.net/click-7839687-11994424-1415134653000","N/A","","","","Events","2288710","Active","English","No"
"TicketLiquidator",,"12091668","Santana","Find Santana tickets at Ticket Liquidator.","Santana, Santana tickets, Santana tour, Santana concert","Text Link","N/A","N/A","16-Jan-2015","<a href=""http://www.dpbolvw.net/click-7839687-12091668-1421423020000"" target=""_blank"">Santana tickets</a><img src=""http://www.ftjcfx.com/image-7839687-12091668-1421423020000"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""http://www.jdoqocy.com/placeholder-16151301?target=_blank&mouseover=N""></script>","http://www.dpbolvw.net/click-7839687-12091668-1421423020000","N/A","","","","Events","2916100","Active","English","No"
"TicketLiquidator",,"11817774","Brett Eldredge","Find tickets to Brett Eldredge at Ticket Liquidator.","Brett Eldredge, Brett Eldredge tickets, Brett Eldredge tour, Brett Eldredge concerts, Brett Eldredge shows, country music, country music concerts","Banner","N/A","N/A","21-Jul-2014","<a href=""http://www.dpbolvw.net/click-7839687-11817774-1405955857000"" target=""_blank""> <img src=""http://www.ftjcfx.com/image-7839687-11817774-1405955857000"" width=""210"" height=""125"" alt=""Brett Eldredge tickets"" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""http://www.jdoqocy.com/placeholder-16151302?target=_blank&mouseover=N""></script>","http://www.anrdoezrs.net/click-7839687-11817774-1405955857000","N/A","","","","Events","2916100","Active","English","No"
"TicketLiquidator",,"11669719","Alan Jackson","Alan Jackson Tickets","Alan Jackson, Alan Jackson Tickets, Alan Jackson Tour, Alan Jackson Country music, Alan Jackson Concert, Alan Jackson Country Concert","Text Link","N/A","N/A","21-Jul-2014","<a href=""http://www.tkqlhce.com/click-7839687-11669719-1405955857000"" target=""_blank"">Alan Jackson Tickets</a><img src=""http://www.tqlkg.com/image-7839687-11669719-1405955857000"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""http://www.tkqlhce.com/placeholder-16151303?target=_blank&mouseover=N""></script>","http://www.dpbolvw.net/click-7839687-11669719-1405955857000","N/A","","","","Events","2916100","Active","English","No"
"TicketLiquidator",,"11642614","One Direction","One Direction Tickets","One Direction, One Direction Tickets, One Direction Tour, One Direction Concert, One Direction Concert Tickets","Text Link","N/A","N/A","21-Jul-2014","<a href=""http://www.anrdoezrs.net/click-7839687-11642614-1405955857000"" target=""_blank"">Hard to find One Direction Tickets are here!</a><img src=""http://www.ftjcfx.com/image-7839687-11642614-1405955857000"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""http://www.anrdoezrs.net/placeholder-16151304?target=_blank&mouseover=N""></script>","http://www.jdoqocy.com/click-7839687-11642614-1405955857000","N/A","","","","Events","2916100","Active","English","No"
"TicketNetwork",,"11250380","Mobile - New York City Events - 320 x 50","Buy Tickets to New York City Events","New York City, Tickets, Sports, Concerts, Theater, Events, Yankees, Giants, Knicks, Rangers","Banner","N/A","N/A","18-Jul-2014","<a href=""http://www.kqzyfj.com/click-7839687-11250380-1405698138000"" target=""_blank""> <img src=""http://www.tqlkg.com/image-7839687-11250380-1405698138000"" width=""320"" height=""50"" alt=""Tickets to Events in New York City "" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""http://www.kqzyfj.com/placeholder-16151305?target=_blank&mouseover=N""></script>","http://www.dpbolvw.net/click-7839687-11250380-1405698138000","N/A","","","","Events","2288710","Active","English","No"
"TicketNetwork",,"11762746","James Taylor","James Taylor Tickets","James Taylor, Tickets, TicketNetwork, concert","Text Link","N/A","N/A","18-Jul-2014","<a href=""http://www.dpbolvw.net/click-7839687-11762746-1405698138000"" target=""_blank"">James Taylor Tickets</a><img src=""http://www.awltovhc.com/image-7839687-11762746-1405698138000"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""http://www.jdoqocy.com/placeholder-16151306?target=_blank&mouseover=N""></script>","http://www.anrdoezrs.net/click-7839687-11762746-1405698138000","N/A","","","","Events","2288710","Active","English","No"
